,+5% population,0.5K temperature,+5% precipitation,+5% EVI,+5% LWE thickness,+5% discharge,Model,Hotspot
26,0.4494655859604333,0.5412795631872771,0.6044404474455218,0.4990268570572969,0.5395707450087663,0.5346326548745299,0.5379731353752928,USHighPlain
27,0.4434264563103565,0.5356068536029839,0.5949711818626423,0.48830472243999673,0.5338615619076688,0.5293138052197257,0.5324349696050417,USHighPlain
28,0.41977565324902466,0.512237710969599,0.5713926678621586,0.46125634520159897,0.5104874477588139,0.506184273335827,0.509213566107581,USHighPlain
29,0.43577487017594874,0.5284375725085055,0.5899561945734558,0.47433191693241095,0.5264791354807429,0.5224927822534944,0.5253416174537918,USHighPlain
30,0.47716786103370623,0.5703026340804691,0.6301388765104314,0.515702720177657,0.5681766844461009,0.5642491694763407,0.5671609328961935,USHighPlain
31,0.4735763998306528,0.5673986617072551,0.6212438258682863,0.5116360787966455,0.5649909363456047,0.5613672311133339,0.5640839166881626,USHighPlain
32,0.46718323478444623,0.5611882258794489,0.6111230906092089,0.508058741478409,0.5586693426486709,0.5552967825742137,0.557859415596075,USHighPlain
33,0.5291050831960278,0.6234873160929761,0.6715819848316018,0.572381171777556,0.6207484809291746,0.617883035957203,0.6200252531301469,USHighPlain
34,0.5320453698173611,0.6265047829671567,0.6776519487891753,0.5776886349508926,0.623841938915453,0.6213018880995016,0.6231961295828594,USHighPlain
35,0.4780947067254052,0.5730046969014038,0.6348826966499482,0.5253189666395182,0.5701290379120056,0.5671335391540213,0.569552359727586,USHighPlain
36,0.3896598513722529,0.4849435924795521,0.5559618936549179,0.44100384547878835,0.48175206281599203,0.47806600297260127,0.48123711558373405,USHighPlain
37,0.3854240661406201,0.4811074985624737,0.5552880280945578,0.43599593531507663,0.4777443261394181,0.47394042008698634,0.47728450182288507,USHighPlain
38,0.4135101020936345,0.5093041790044663,0.5853364784389485,0.46149978721608376,0.5057656677437472,0.5024526847320132,0.5053550656687582,USHighPlain
39,0.4437538842976152,0.5397971953862966,0.6164933034380797,0.4852512561851039,0.5360499230668714,0.5327674702175347,0.5356832742013733,USHighPlain
40,0.431530615580189,0.5277112178891572,0.6008157881150369,0.4685160829759297,0.5237818657787948,0.5203957187060106,0.5234544651182534,USHighPlain
41,0.3663112906907924,0.4621248312253603,0.5358858499400784,0.4013654056310221,0.45839018419704414,0.45484551406772766,0.45809783038769225,USHighPlain
42,0.35039501334027356,0.4462174032991095,0.5232796228558607,0.38567386970963935,0.442489994209708,0.4390794951916901,0.4422289356348681,USHighPlain
43,0.3101426129528252,0.40597831965363973,0.47962977265409545,0.34577651077462157,0.40229282886172735,0.39842786080587045,0.40205971549936503,USHighPlain
44,0.2727515982257893,0.36852099613938893,0.43622874005912005,0.30964689046106475,0.36475658560186774,0.3612505231370149,0.36454842603558957,USHighPlain
45,0.21861198704837992,0.3141529967843717,0.3766142958984312,0.26015438834011695,0.31077086606987825,0.30718048584886504,0.31058498910171994,USHighPlain
46,0.22746773535341624,0.32292502245463717,0.3822769838828295,0.2712518868466056,0.3194951890939479,0.31614769629320794,0.31932920946635046,USHighPlain
47,0.24756699053456988,0.3430637096101311,0.4005699213127212,0.2915578266915181,0.33942958835428394,0.3359268462806517,0.3392813761413864,USHighPlain
48,0.18078240431062265,0.27588631870308394,0.3293055407035772,0.22316708413215292,0.27257365746746204,0.26887543379770945,0.2724413107429276,USHighPlain
49,0.10420558047044515,0.19933225267202892,0.25120279368854714,0.14896999852636017,0.1960099557215218,0.1923786296386253,0.19589177615215592,USHighPlain
50,0.08143603405798605,0.17649141902909338,0.2322855867741873,0.12858805467668022,0.1731137582973945,0.16973195296151222,0.17300822934936333,USHighPlain
